model_key,sample_size,prediction_type,folds,nRMSE_mean,nRMSE_sd,nMAE_mean,macro_R2_mean
xgboost_regressor,4300,raw,5,0.29787134800467924,0.00820055629746602,0.14720213014411843,0.9103120230931896
xgboost_regressor,4300,projected,5,0.29951261242424254,0.008278404331494654,0.14836807383480777,0.9093709412998005
xgboost_regressor,500,raw,5,0.43527065075766175,0.023188710301462096,0.23885382419606854,0.8065905397673566
xgboost_regressor,500,projected,5,0.4409031012288465,0.02423411820702682,0.23937281558762535,0.8015684255756821
xgboost_regressor,5250,raw,5,0.2836544819321337,0.007973191978096959,0.14072704670239028,0.9188256462852165
xgboost_regressor,5250,projected,5,0.28805714513463415,0.007297623913394033,0.14173383856003346,0.91489876677959
xgboost_regressor,6200,raw,5,0.27475433407170935,0.00962270174867817,0.1353458208185332,0.9243209231776991
xgboost_regressor,6200,projected,5,0.2755926055789987,0.009215433078153989,0.1361412818284396,0.9238694210695397
xgboost_regressor,7150,raw,5,0.2689921657421866,0.006846624419791796,0.13188412624704227,0.9279980946130246
xgboost_regressor,7150,projected,5,0.26966231797008167,0.006562187966295975,0.1326105167288411,0.9276548314897987
xgboost_regressor,8100,raw,5,0.26199365954417914,0.00501784947097968,0.12881979073658947,0.9311809509784122
xgboost_regressor,8100,projected,5,0.26264057838167065,0.004771674417243401,0.1296266552680132,0.9308394932628843
xgboost_regressor,9050,raw,5,0.25814034462967783,0.0059835255636665535,0.12666739701506816,0.9330510780190059
xgboost_regressor,9050,projected,5,0.25874713895418494,0.005928514610152374,0.12730010855218024,0.9327501042217599
